type of place of residence,source of drinking water,time to get to water source,type of toilet facility,toilet facilities shared with other households,household has: electricity,household has: radio,household has: television,main floor material,main wall material,main roof material,type of cooking fuel,use of internet,frequency of listening to radio,frequency of watching television,frequency of reading newspaper or magazine
2,97,997,97,7.0,7,7,7,97,97,97,97,0,2,0,0
2,42,120,23,0.0,0,0,0,34,21,33,9,0,0,0,0
2,12,996,22,0.0,1,1,0,22,36,33,8,0,2,0,0
2,41,90,23,0.0,0,0,0,34,31,33,8,0,1,0,0
2,42,100,23,0.0,1,1,0,11,21,33,9,0,2,0,0
2,42,100,23,0.0,1,1,0,11,21,33,9,0,2,0,0
2,41,70,23,0.0,1,0,0,11,21,33,8,0,1,0,0
1,12,996,22,1.0,1,0,1,34,35,31,7,1,2,2,0
1,12,996,22,1.0,1,0,1,34,35,31,7,1,2,2,2
1,12,996,22,1.0,1,0,1,34,35,31,7,1,2,2,2
1,41,65,12,0.0,1,1,1,34,36,31,7,0,2,2,0
1,14,996,11,1.0,1,0,1,34,36,31,2,1,2,2,0
1,41,60,22,0.0,1,0,1,34,36,31,8,0,2,1,0
1,41,20,22,1.0,1,1,0,34,36,31,7,0,2,2,0
1,41,10,22,1.0,1,1,1,34,36,31,7,0,2,2,0
1,14,10,22,1.0,1,1,0,34,36,31,7,0,2,1,0
1,41,10,22,1.0,1,0,0,34,36,31,7,0,0,0,0
1,41,40,22,0.0,1,0,0,34,36,31,7,0,2,1,0
1,71,996,12,0.0,1,1,1,33,34,31,2,1,2,2,0
1,71,996,12,0.0,1,1,1,33,34,31,2,1,2,2,0
1,12,996,22,1.0,1,0,1,34,36,31,2,1,2,1,2
1,12,996,22,1.0,1,0,1,34,36,31,2,0,0,0,0
1,12,996,22,1.0,1,1,1,34,36,31,7,1,2,2,0
1,12,996,22,1.0,1,1,1,34,36,31,7,0,2,2,0
1,12,996,22,0.0,1,1,1,33,34,31,2,1,2,2,0
1,14,5,22,1.0,1,1,1,34,36,31,7,0,2,1,0
1,14,15,22,1.0,1,0,0,11,21,31,7,0,2,1,0
1,14,15,22,1.0,1,1,0,34,36,31,2,1,2,2,0
1,12,996,22,0.0,1,1,1,34,36,31,7,0,2,2,1
1,14,30,22,1.0,1,0,0,34,36,31,7,0,2,0,0
1,14,30,22,1.0,1,0,0,34,36,31,7,0,2,1,2
2,42,90,22,0.0,0,0,0,11,24,31,9,0,2,1,1
2,42,90,22,0.0,0,0,0,11,24,31,9,0,1,1,1
2,42,60,23,0.0,0,0,0,11,24,31,9,0,0,0,0
2,42,60,23,0.0,0,0,0,11,24,31,9,0,0,0,0
2,41,60,22,0.0,0,0,0,11,21,31,8,0,2,0,0
2,41,45,23,0.0,0,0,0,11,24,31,9,0,1,1,0
2,42,60,14,0.0,0,0,0,11,24,31,9,0,0,0,0
2,42,60,22,0.0,0,0,0,11,31,31,9,0,2,0,0
2,42,60,22,0.0,0,0,0,11,31,31,9,0,0,0,0
2,41,50,23,1.0,0,0,0,11,24,31,9,0,1,1,0
2,14,15,22,0.0,0,0,0,11,24,31,9,0,1,1,0
2,41,60,22,0.0,0,0,0,11,24,31,9,0,2,1,0
2,41,60,22,0.0,0,0,0,11,24,31,9,0,2,1,1
2,14,20,22,0.0,0,0,0,11,31,31,8,0,1,1,0
2,41,60,22,0.0,0,0,0,11,24,31,8,0,0,0,0
2,14,25,22,0.0,1,1,1,34,36,31,7,1,2,2,2
2,14,25,22,0.0,1,1,1,34,36,31,7,0,2,2,0
2,14,20,22,1.0,0,0,0,11,23,31,7,0,1,1,0
2,14,25,22,0.0,0,0,0,11,23,33,8,0,2,0,0
2,12,996,22,0.0,1,1,0,34,23,31,7,1,2,1,0
2,14,20,14,0.0,0,1,0,11,23,33,8,0,2,0,0
2,14,20,14,0.0,0,1,0,11,23,33,8,1,2,2,0
2,14,30,22,0.0,1,1,0,11,36,31,7,0,2,1,0
2,14,30,22,0.0,0,1,0,11,36,33,8,0,2,0,0
2,14,15,23,1.0,0,0,0,11,23,33,7,0,2,1,0
2,14,30,22,1.0,1,0,0,11,23,33,7,0,0,0,0
1,12,996,22,0.0,1,1,1,34,36,31,7,1,2,2,0
1,12,996,22,0.0,1,1,1,34,36,31,7,0,2,2,0
1,13,996,23,1.0,1,1,0,34,36,31,7,0,2,2,0
1,12,996,22,1.0,1,1,1,34,36,31,7,0,2,2,0
1,32,60,22,1.0,1,1,0,34,23,31,8,0,2,1,0
1,42,60,22,1.0,0,0,0,11,23,31,8,0,1,1,0
1,13,996,22,1.0,1,0,1,34,36,34,7,2,2,2,1
1,12,996,22,0.0,1,0,0,34,36,31,8,0,0,0,0
1,12,996,13,0.0,1,1,1,33,33,31,7,1,2,2,2
1,71,996,13,0.0,1,1,1,33,36,31,2,1,1,1,0
1,71,996,13,0.0,1,1,1,33,36,31,2,0,2,1,0
1,71,996,13,0.0,1,1,1,33,36,31,2,0,2,1,0
1,13,996,22,1.0,0,0,0,11,23,31,7,0,1,1,0
1,71,996,22,0.0,1,1,1,33,36,31,2,1,2,2,2
2,42,45,23,0.0,0,0,0,11,21,31,8,0,0,0,0
2,42,45,23,0.0,0,0,0,11,21,31,8,0,1,0,0
2,42,45,23,0.0,0,0,0,11,21,31,8,0,2,0,0
2,42,45,23,0.0,0,0,0,11,21,31,8,0,0,0,0
2,41,60,22,1.0,0,1,0,11,11,31,9,0,2,0,0
2,41,60,22,1.0,0,1,0,11,11,31,9,0,2,0,1
2,14,5,22,0.0,0,1,0,34,36,31,8,0,2,1,0
2,14,5,22,0.0,0,1,0,34,36,31,8,0,2,0,0
2,14,5,22,0.0,0,1,0,34,36,31,8,0,2,0,0
2,41,40,22,0.0,0,0,0,22,23,31,8,0,2,0,0
2,41,15,22,0.0,0,0,0,11,21,31,9,0,2,1,0
2,14,10,22,0.0,0,1,0,34,31,31,8,0,2,0,1
2,41,10,23,0.0,0,0,0,11,23,31,9,0,2,0,0
2,14,120,23,0.0,0,0,0,11,23,31,8,0,1,0,0
2,14,120,23,0.0,0,0,0,11,23,31,8,0,2,0,2
2,14,120,23,0.0,0,0,0,11,23,31,8,0,0,0,1
2,41,240,22,0.0,0,1,0,11,23,31,8,0,0,0,0
2,41,30,22,1.0,0,0,0,11,23,31,9,0,0,0,0
2,41,30,22,1.0,0,0,0,11,23,31,9,0,0,0,0
2,41,5,22,0.0,0,0,0,11,31,31,8,0,0,0,0
2,41,5,22,0.0,0,0,0,11,31,31,8,0,0,0,0
2,41,20,23,0.0,0,0,0,11,23,33,8,0,0,0,0
2,41,5,22,0.0,0,0,0,34,36,33,8,0,0,0,0
2,14,30,23,0.0,1,1,0,11,23,31,8,0,2,0,0
2,42,45,23,0.0,0,0,0,11,36,31,8,0,1,0,0
2,42,45,23,0.0,0,0,0,11,36,31,8,0,0,0,1
2,14,60,22,0.0,0,1,0,11,36,31,8,0,2,0,0
2,14,20,22,0.0,0,0,0,11,23,31,9,0,2,0,0
2,41,30,23,0.0,0,0,0,11,23,31,8,0,0,0,0
2,21,30,23,0.0,0,1,0,11,23,33,8,0,2,1,0
2,21,30,23,0.0,0,1,0,11,23,33,8,0,2,1,1
2,21,30,23,0.0,0,1,0,11,23,33,8,0,2,1,0
2,21,30,22,0.0,0,0,0,11,36,33,8,0,2,0,0
2,21,30,22,0.0,0,0,0,11,36,33,8,0,2,1,0
2,21,30,22,0.0,0,1,1,11,36,33,8,0,2,1,1
2,21,30,22,0.0,0,1,1,11,36,33,8,0,2,1,0
2,41,15,23,0.0,0,0,0,11,23,33,9,0,2,1,1
2,42,50,21,0.0,0,0,0,11,36,33,8,0,0,0,0
2,41,60,22,0.0,0,1,0,11,23,33,8,0,1,1,0
2,21,30,22,0.0,0,0,0,34,36,33,8,0,2,1,1
2,42,40,23,0.0,0,0,0,22,36,33,8,0,0,0,0
2,42,40,23,0.0,0,0,0,22,36,33,8,0,0,0,0
2,12,996,22,0.0,1,1,1,11,33,31,8,0,0,1,0
2,14,10,22,0.0,1,0,1,34,33,31,8,0,2,2,0
2,14,10,22,0.0,1,0,1,34,33,31,8,0,2,2,0
2,12,996,22,0.0,1,1,1,34,33,31,7,0,2,2,1
2,14,15,22,1.0,1,0,0,11,33,31,7,0,2,0,0
2,14,5,22,1.0,1,1,0,11,21,31,8,0,1,0,0
2,12,996,22,0.0,1,1,1,34,33,31,8,1,2,2,1
2,12,996,22,0.0,1,1,1,34,32,31,8,0,2,2,1
2,12,996,22,0.0,1,1,1,34,32,31,8,1,2,1,1
2,13,996,22,0.0,1,1,1,34,33,31,7,1,2,2,1
2,13,996,22,0.0,1,1,1,34,33,31,7,1,2,2,2
2,13,996,22,0.0,1,1,1,34,33,31,7,1,2,2,0
2,12,996,22,0.0,1,0,1,34,33,31,7,1,1,2,1
2,12,996,22,0.0,1,0,1,34,33,31,7,0,2,1,0
2,12,996,11,0.0,1,0,1,34,33,31,7,2,2,2,2
1,12,996,22,1.0,1,1,0,34,36,31,7,2,2,0,0
1,12,996,22,1.0,1,1,0,34,36,31,7,0,2,0,2
1,12,996,22,1.0,1,1,0,34,36,31,2,0,1,1,1
1,12,996,22,1.0,1,1,0,34,36,31,2,1,2,1,1
1,71,996,12,0.0,1,1,1,33,34,31,2,0,2,2,0
1,11,996,12,0.0,1,0,1,33,34,33,1,1,0,0,1
1,11,996,12,0.0,1,0,1,33,34,33,1,0,1,1,0
1,71,996,12,0.0,1,1,1,33,34,31,2,1,1,1,1
1,71,996,12,0.0,1,1,1,34,34,31,2,1,2,2,1
1,71,996,12,0.0,1,1,1,34,34,31,2,0,2,1,0
1,71,996,22,0.0,1,1,1,34,34,31,2,1,2,2,0
1,71,996,22,0.0,1,1,1,34,34,31,2,1,0,2,2
1,71,996,22,0.0,1,1,1,34,34,31,2,0,2,2,0
1,13,996,22,1.0,0,0,0,11,23,31,7,0,0,0,0
1,71,996,12,0.0,1,1,1,33,34,31,2,1,1,2,0
1,14,10,22,1.0,1,1,0,34,36,31,2,0,2,0,0
2,41,30,22,0.0,1,0,0,34,36,33,8,0,0,2,0
2,14,10,23,0.0,0,0,0,11,21,33,7,0,2,0,0
2,14,10,22,0.0,0,1,0,11,31,33,8,0,0,0,0
2,13,996,23,1.0,1,1,0,34,23,31,7,1,2,2,2
2,41,15,22,0.0,1,0,0,34,36,31,8,0,1,0,1
2,41,15,22,0.0,1,0,0,34,36,31,8,0,2,0,2
2,41,60,23,0.0,0,0,0,11,23,31,8,0,2,0,0
2,12,996,21,0.0,1,1,0,34,36,31,8,0,2,0,0
2,12,996,21,0.0,1,1,0,34,36,31,8,2,2,0,0
2,12,996,21,0.0,1,1,0,34,36,31,8,0,2,0,0
2,12,996,21,0.0,1,1,0,34,36,31,8,0,0,0,0
2,12,996,21,0.0,1,1,1,34,23,31,7,0,2,2,1
2,41,40,22,0.0,0,1,0,11,24,31,8,0,0,0,0
2,14,30,22,1.0,1,1,1,34,36,31,7,1,2,2,0
2,14,30,22,1.0,1,1,1,34,36,31,7,0,2,2,0
2,41,30,22,0.0,1,0,0,34,36,31,8,0,0,0,0
2,41,30,22,1.0,0,0,0,11,23,33,8,0,0,0,0
2,12,996,22,0.0,1,1,0,34,36,33,8,0,2,1,0
2,31,45,21,0.0,1,0,0,11,36,33,8,0,1,0,0
2,12,996,22,0.0,1,1,1,34,36,31,7,0,2,2,0
2,31,60,22,0.0,0,0,0,34,36,33,8,0,0,0,2
2,42,30,23,0.0,1,0,0,11,23,33,8,0,0,0,2
2,12,996,22,0.0,1,0,0,11,36,33,8,0,2,1,0
2,12,996,22,0.0,1,1,1,34,33,31,7,1,2,2,2
2,12,996,22,0.0,1,1,1,34,33,31,7,0,2,2,0
2,12,996,22,0.0,1,1,1,34,33,31,7,1,2,2,0
2,31,60,23,0.0,1,1,0,11,36,31,8,0,2,0,1
2,13,996,22,0.0,1,0,0,34,36,33,8,0,2,0,0
2,14,30,22,0.0,0,0,0,11,36,31,8,0,0,0,0
2,14,30,22,0.0,0,0,0,11,36,31,8,0,0,0,0
2,14,10,22,0.0,1,1,1,34,31,31,8,1,2,2,0
2,14,15,22,0.0,0,1,0,11,21,31,8,0,2,1,1
2,14,40,23,0.0,0,0,0,11,21,31,8,0,0,0,0
2,14,40,23,0.0,1,1,0,11,21,31,9,0,2,1,1
2,43,60,23,0.0,0,0,0,11,21,31,8,0,0,0,0
2,14,20,23,0.0,0,0,0,11,23,31,8,0,1,1,1
2,14,20,22,0.0,0,1,0,11,21,31,8,0,2,0,0
2,14,20,23,0.0,0,1,0,11,21,31,8,2,2,2,0
2,14,20,23,0.0,0,1,0,11,21,31,8,0,2,2,0
2,14,15,23,1.0,1,1,0,34,36,31,8,0,2,0,0
2,14,10,23,0.0,1,0,0,11,21,31,9,0,2,2,1
2,14,10,23,0.0,1,0,0,11,21,31,9,0,1,1,1
2,41,60,23,1.0,0,0,0,11,23,31,9,0,1,0,0
2,13,996,22,0.0,0,0,0,11,23,33,8,0,2,1,1
2,13,996,22,0.0,0,0,0,11,23,33,8,0,2,2,2
2,12,996,13,0.0,1,1,0,34,36,33,8,0,1,0,0
2,12,996,13,0.0,1,1,0,34,36,33,8,0,2,0,1
2,12,996,13,0.0,1,1,0,34,36,33,8,0,2,1,0
2,14,40,23,0.0,1,0,0,11,23,31,8,0,2,1,1
2,14,5,14,0.0,1,1,0,11,36,31,8,0,2,2,1
2,14,5,14,0.0,1,1,0,11,36,31,8,0,2,1,1
2,14,5,14,0.0,1,1,0,11,36,31,8,1,2,1,2
2,14,30,23,0.0,0,0,0,11,23,31,8,0,2,1,0
2,42,25,22,0.0,1,0,0,34,34,31,8,0,2,0,1
2,41,10,22,0.0,0,1,0,11,21,31,8,1,1,0,1
2,41,10,22,0.0,0,1,0,11,21,31,8,0,2,0,0
2,41,10,22,0.0,0,1,0,11,21,31,8,0,2,0,1
2,42,30,22,0.0,1,0,0,11,33,31,8,0,2,0,0
2,14,15,22,0.0,0,0,0,11,24,31,8,0,1,0,0
2,14,30,22,0.0,1,1,0,11,24,31,8,0,2,0,0
2,13,996,22,0.0,1,0,1,34,23,31,8,0,2,2,0
2,13,996,22,0.0,1,0,1,34,23,31,8,0,2,2,1
2,41,30,22,1.0,1,0,0,22,24,31,8,0,2,0,1
2,41,30,22,0.0,1,1,0,11,24,31,8,0,2,0,1
2,41,90,22,0.0,1,0,0,11,21,31,8,0,0,0,0
2,41,10,31,,1,1,1,11,23,33,8,0,1,1,0
2,43,20,23,0.0,0,0,0,11,36,33,8,0,1,1,1
2,42,10,23,0.0,0,0,0,11,23,33,8,0,1,1,0
2,14,20,22,0.0,0,0,0,11,23,33,8,0,2,0,0
2,14,20,22,0.0,0,0,0,11,23,33,8,0,2,0,1
2,41,25,22,0.0,0,1,0,11,23,33,8,0,2,0,0
2,41,20,23,1.0,1,1,0,34,36,33,8,0,2,2,2
2,41,20,23,1.0,1,1,0,34,36,33,8,0,2,1,1
2,41,20,23,1.0,1,1,0,34,36,33,8,0,2,1,1
2,41,40,22,0.0,0,0,0,11,23,33,8,0,2,1,0
2,41,40,22,0.0,0,0,0,11,23,33,8,0,2,0,0
2,41,40,22,0.0,0,0,0,11,23,33,8,0,2,0,0
2,41,30,22,0.0,0,0,0,11,36,33,8,0,1,0,0
2,42,30,22,0.0,0,0,0,11,23,33,8,0,2,1,0
2,42,30,22,0.0,0,0,0,11,23,33,8,0,0,1,2
2,41,15,22,0.0,0,0,0,11,23,33,8,0,2,2,1
2,14,10,22,0.0,1,1,0,34,36,31,7,1,2,2,2
2,14,20,23,0.0,0,0,0,34,31,31,9,0,2,0,0
2,14,20,23,0.0,0,0,0,11,21,31,9,0,0,0,0
2,14,15,21,1.0,1,0,0,11,23,31,1,0,2,0,0
2,14,20,31,,1,0,0,34,36,31,7,0,2,2,0
2,14,30,23,0.0,0,0,0,11,21,31,8,0,1,0,0
2,14,40,22,0.0,1,0,0,11,31,31,8,0,0,0,0
2,14,40,22,0.0,1,0,0,11,31,31,8,0,0,0,0
2,14,15,23,0.0,0,0,0,11,21,31,8,1,1,1,1
2,14,15,23,0.0,0,0,0,11,21,31,8,0,1,0,1
2,14,6,23,0.0,1,0,0,11,36,31,7,0,0,0,0
2,14,10,21,1.0,1,1,1,34,36,31,7,0,2,2,0
2,41,10,22,1.0,1,0,1,34,21,31,7,0,0,0,0
2,41,10,22,1.0,1,0,1,34,21,31,7,0,2,1,0
2,41,10,22,1.0,1,1,0,34,36,31,7,0,2,0,0
2,41,10,22,1.0,1,1,0,34,36,31,7,0,2,1,1
2,41,60,22,1.0,1,0,0,11,36,31,7,0,2,0,0
2,41,20,22,1.0,1,0,0,34,21,31,7,0,2,0,0
2,97,997,97,7.0,7,7,7,97,97,97,97,0,1,0,0
2,41,60,22,1.0,1,1,0,11,23,31,7,0,2,0,0
2,14,10,22,1.0,1,0,0,34,21,31,7,0,2,0,0
2,41,20,22,0.0,1,0,1,11,36,31,2,1,1,2,0
2,41,60,22,1.0,1,0,1,33,36,31,7,0,1,2,0
2,41,60,22,1.0,1,0,1,33,36,31,7,0,2,2,1
2,13,996,22,1.0,1,0,0,33,36,31,7,0,1,1,1
2,13,996,22,1.0,1,0,0,33,36,31,7,0,1,1,0
2,41,40,22,1.0,1,1,0,34,36,31,7,0,2,1,1
2,14,40,22,0.0,0,0,0,11,23,31,8,0,0,0,0
1,14,5,22,1.0,1,0,0,34,36,31,7,0,2,1,0
1,14,5,22,1.0,1,0,0,34,36,31,7,1,2,1,0
1,14,5,22,1.0,1,0,0,34,36,31,7,0,0,1,0
1,97,997,97,7.0,7,7,7,97,97,97,97,0,2,1,0
1,12,996,22,0.0,1,0,1,33,33,31,2,1,0,0,0
1,12,996,22,0.0,1,0,1,33,33,31,2,1,0,0,0
1,14,10,12,0.0,1,1,1,33,33,31,2,1,2,2,1
1,14,10,12,0.0,1,1,1,33,33,31,2,0,2,2,0
1,11,996,12,0.0,1,1,1,34,33,31,7,1,2,2,0
1,71,996,11,0.0,1,1,1,34,36,31,2,0,2,2,2
1,12,996,14,0.0,1,1,1,34,36,31,2,0,2,2,0
1,11,996,12,0.0,1,1,1,34,33,31,2,1,2,2,0
1,71,996,22,0.0,1,1,1,34,34,31,2,1,2,2,0
1,12,996,22,0.0,1,1,1,33,36,31,2,1,2,2,2
1,12,996,22,0.0,1,1,1,33,36,31,2,1,2,2,0
1,12,996,22,0.0,1,1,0,34,34,31,7,0,2,1,1
1,12,996,22,0.0,1,1,0,34,34,31,7,1,2,1,1
1,12,996,22,0.0,1,1,1,34,33,31,7,1,2,2,2
1,43,60,22,0.0,1,1,1,11,31,31,9,0,2,2,1
1,43,60,22,0.0,1,1,1,11,31,31,9,0,2,2,0
1,43,60,22,0.0,1,1,1,11,31,31,9,1,2,2,0
1,14,30,13,0.0,1,0,0,34,36,31,8,0,2,0,0
1,14,40,22,0.0,0,0,0,11,23,31,8,0,1,1,2
1,14,10,22,0.0,1,1,0,11,23,31,9,0,2,1,1
1,43,40,23,0.0,0,0,0,11,23,31,8,0,2,0,0
1,43,40,22,0.0,1,0,1,11,23,31,8,0,2,0,0
1,43,50,22,0.0,1,0,0,11,36,31,8,0,1,0,0
1,43,50,22,0.0,1,0,0,11,36,31,8,0,2,0,0
1,43,50,22,0.0,1,0,0,11,36,31,8,1,2,0,0
1,43,60,22,0.0,0,0,0,11,21,31,8,0,0,0,0
1,14,45,22,0.0,0,0,0,11,36,31,8,0,2,1,1
1,43,120,22,0.0,1,1,0,34,36,31,8,0,2,1,2
1,43,30,22,0.0,1,1,1,34,31,31,8,0,2,2,0
1,43,30,22,0.0,1,1,1,34,31,31,8,0,2,2,0
1,14,60,31,,0,0,0,11,21,31,8,0,0,0,0
1,14,60,31,,0,0,0,11,21,31,8,1,2,2,0
1,43,30,23,0.0,1,1,1,34,21,31,8,0,2,2,0
1,43,30,23,0.0,1,1,1,34,21,31,8,1,2,2,1
1,41,60,23,0.0,0,0,0,11,23,31,8,0,0,0,0
1,41,50,22,0.0,0,0,0,11,31,31,8,0,1,0,0
1,41,40,23,0.0,0,0,0,11,23,31,8,0,2,0,0
1,41,60,23,0.0,0,0,0,34,36,31,8,0,0,0,0
1,41,5,23,0.0,0,0,0,11,23,33,8,0,2,0,0
1,41,100,23,0.0,1,1,0,11,36,31,8,0,2,0,2
1,41,40,22,0.0,0,0,0,11,23,31,8,0,2,0,0
1,41,40,23,0.0,0,0,0,11,23,31,8,0,0,0,1
1,41,15,23,0.0,0,1,0,11,23,31,8,0,2,0,0
1,41,10,23,0.0,0,0,0,11,36,31,8,0,2,0,0
1,41,60,22,0.0,0,1,0,11,23,31,8,0,2,0,0
2,14,60,22,0.0,0,0,0,11,23,31,8,0,0,0,0
2,14,60,22,0.0,0,0,0,11,23,31,8,0,1,0,0
2,14,30,22,0.0,0,0,0,11,36,31,8,0,2,2,2
2,14,60,22,0.0,0,0,0,11,23,31,9,0,2,0,0
2,14,60,22,0.0,0,0,0,11,23,31,9,0,2,0,0
2,14,40,22,0.0,0,0,0,11,23,31,8,0,0,0,0
2,14,40,22,0.0,0,1,0,11,23,31,9,0,1,0,0
2,14,5,23,0.0,0,1,0,11,22,31,7,0,2,0,0
2,14,60,22,0.0,0,0,0,11,23,31,9,0,2,0,0
2,97,997,97,7.0,7,7,7,97,97,97,97,0,0,0,0
2,12,996,22,0.0,1,1,1,34,36,31,9,0,0,0,0
2,12,996,22,0.0,1,1,1,34,36,31,9,0,2,2,0
2,12,996,22,0.0,1,1,1,34,36,31,9,0,1,2,0
2,14,10,22,0.0,1,1,0,11,36,31,8,0,2,1,0
2,14,10,22,0.0,1,1,0,11,36,31,8,0,2,2,0
2,14,10,22,0.0,1,1,0,11,36,31,8,0,2,0,0
2,14,30,22,0.0,0,0,0,11,23,31,9,0,2,0,0
2,13,996,22,0.0,0,1,0,11,36,31,8,0,2,0,2
2,13,996,21,1.0,0,0,1,34,36,31,8,0,2,2,0
2,14,80,23,0.0,0,0,0,11,23,31,8,0,1,1,1
2,13,996,22,0.0,0,0,1,34,36,31,8,0,2,2,2
2,14,10,23,1.0,0,0,0,11,36,34,9,0,2,1,0
2,14,15,22,1.0,0,1,0,11,23,31,8,0,2,0,0
2,13,996,22,0.0,0,1,0,11,36,31,8,0,2,0,0
2,14,30,23,0.0,0,0,0,11,23,31,8,0,2,1,0
2,14,30,22,0.0,0,0,0,34,36,31,8,2,2,0,0
2,14,30,22,0.0,0,0,0,34,36,31,8,0,2,0,0
2,12,996,22,0.0,0,1,0,11,36,31,8,0,2,0,0
2,12,996,22,0.0,0,1,0,11,36,31,8,1,2,1,2
2,12,996,22,0.0,0,1,0,11,36,31,8,0,2,1,1
2,12,996,22,0.0,0,1,0,11,36,31,8,0,2,1,2
2,13,996,23,0.0,0,0,0,11,23,31,8,0,2,1,0
2,41,30,22,1.0,0,0,0,11,36,33,8,0,0,0,0
2,41,30,22,1.0,0,0,0,11,36,33,8,0,0,0,0
2,14,25,22,0.0,0,1,0,11,21,33,8,1,2,1,0
2,14,25,22,0.0,0,1,0,11,21,33,8,0,2,0,1
2,14,25,22,0.0,0,1,0,11,21,33,8,0,2,0,1
2,41,60,21,0.0,1,1,0,22,36,33,8,0,2,0,1
2,41,60,22,1.0,0,0,0,11,23,33,8,0,0,0,0
2,41,60,22,1.0,0,0,0,11,23,33,8,0,0,0,0
2,12,996,11,0.0,1,1,1,34,33,31,7,1,2,2,2
2,12,996,11,0.0,1,1,1,34,33,31,7,1,2,2,1
2,14,10,23,0.0,0,0,0,11,23,31,9,0,0,0,0
2,14,20,21,0.0,0,0,0,22,36,33,9,0,0,1,1
2,14,10,21,0.0,1,1,0,11,31,31,9,0,2,0,0
2,14,15,23,0.0,1,0,0,22,23,31,7,0,1,0,0
2,41,150,23,0.0,0,0,0,11,23,31,9,0,0,0,0
2,41,150,23,0.0,0,0,0,11,23,31,9,0,0,0,0
1,14,20,14,1.0,0,0,0,34,23,31,8,0,1,0,0
1,14,30,22,1.0,1,1,0,11,36,31,8,0,2,0,0
1,14,30,22,1.0,1,1,0,11,36,31,8,0,2,0,0
1,14,25,23,0.0,0,0,0,11,23,31,8,0,1,0,0
1,14,10,22,0.0,1,0,0,11,23,31,8,0,2,0,0
1,42,90,22,0.0,1,0,0,34,36,31,8,0,1,1,0
1,42,90,22,0.0,1,0,0,34,36,31,8,0,2,2,0
1,42,90,22,0.0,1,0,0,34,36,31,8,0,1,1,0
1,42,90,22,0.0,1,0,0,34,36,31,8,1,2,2,2
1,14,40,14,1.0,1,0,0,11,23,31,8,0,1,1,0
1,14,40,14,1.0,1,0,0,11,23,31,8,0,1,1,0
1,14,40,14,1.0,1,0,0,11,23,31,8,0,2,1,1
1,14,40,14,1.0,1,0,0,11,23,31,8,0,2,0,0
1,14,40,14,1.0,1,0,0,11,23,31,8,0,1,0,1
1,12,996,22,1.0,1,1,0,34,36,31,8,0,2,2,0
1,12,996,22,1.0,1,1,0,34,36,31,8,0,1,0,0
1,12,996,14,0.0,1,1,1,34,36,31,7,1,2,2,0
1,97,997,97,7.0,7,7,7,97,97,97,97,0,2,2,0
1,14,15,22,0.0,0,0,0,11,23,31,8,0,1,2,0
1,14,15,22,0.0,0,0,0,11,23,31,8,0,2,1,2
1,12,996,22,0.0,1,1,1,34,36,31,7,0,2,2,0
1,14,60,22,0.0,1,0,0,11,23,31,7,0,2,0,0
1,14,60,22,0.0,1,0,0,11,23,31,7,0,2,1,0
1,14,60,22,0.0,1,0,0,11,23,31,7,0,2,1,0
1,14,90,22,1.0,0,0,0,11,23,31,8,0,2,0,0
2,14,30,22,0.0,0,0,0,11,23,31,8,0,2,0,0
2,14,10,23,0.0,0,0,0,11,21,31,8,0,0,0,0
2,14,30,22,0.0,0,0,0,11,21,31,8,0,1,0,0
2,14,40,23,0.0,0,0,0,11,21,31,9,0,2,0,0
2,14,30,23,0.0,0,0,0,11,23,31,8,0,2,1,1
2,14,45,23,0.0,0,0,0,11,21,31,9,0,1,1,0
2,14,43,22,0.0,0,0,0,11,21,31,9,0,1,1,2
2,14,43,22,0.0,0,0,0,11,21,31,9,0,1,2,1
2,14,20,22,0.0,0,0,0,11,36,31,8,0,2,0,0
2,14,20,22,0.0,0,0,0,11,36,31,8,0,2,2,0
2,14,30,22,0.0,1,1,0,34,36,31,8,0,2,0,1
2,43,120,22,0.0,0,1,0,11,21,31,8,0,2,0,0
2,14,15,23,0.0,0,0,0,11,21,31,8,0,2,1,2
2,14,15,23,0.0,0,0,0,11,21,31,8,0,2,0,0
2,14,15,23,0.0,0,0,0,11,21,31,8,1,2,1,2
2,14,50,23,0.0,0,0,0,11,21,31,8,0,2,0,0
2,14,10,22,0.0,0,1,0,11,36,31,9,0,2,1,1
2,14,10,23,0.0,0,1,0,11,23,31,8,0,2,0,0
2,14,10,22,0.0,0,1,0,34,36,31,8,0,1,0,0
2,14,5,22,0.0,1,1,0,11,36,31,9,0,2,0,0
2,14,15,31,,0,0,0,11,23,31,9,0,0,0,0
2,14,8,22,0.0,0,1,0,11,23,31,9,0,2,0,0
2,14,10,22,0.0,0,0,0,11,21,31,9,0,0,0,0
2,14,10,22,0.0,0,1,0,11,36,31,8,0,2,0,0
2,14,10,22,0.0,0,0,0,11,21,31,8,0,1,1,0
2,14,10,22,0.0,0,0,0,11,21,31,8,0,1,1,0
2,14,10,22,0.0,0,0,0,11,21,31,8,0,1,0,0
2,14,8,22,0.0,0,0,0,11,23,31,8,0,0,0,0
2,14,10,22,0.0,0,0,0,11,23,31,9,0,0,0,0
2,14,10,22,0.0,0,1,0,11,36,31,8,0,2,0,0
2,41,15,22,0.0,1,1,1,34,36,31,9,0,2,2,0
2,41,60,23,0.0,0,0,0,11,23,31,8,0,0,0,0
2,41,15,23,0.0,0,0,0,11,23,31,8,0,0,0,0
